id,title,release_date,year,runtime,genres,rated,country,actors,director,writers,awards,box_office,ratings
tt0358138,Shankar Shambhu,N/A,1976,137,"Action,Crime,Drama",N/A,India,"Feroz Khan, Vinod Khanna, Sulakshana Pandit, Bindu",Chand,"Chand (story), K.B. Pathak (screenplay)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]"
tt0358181,Super Dragon,N/A,1976,87,Action,N/A,Taiwan,"Lingfeng Shangguan, Hua Yueh, Lieh Lo, Cliff Lok",Paul Chang,Lung Ku,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]"
tt0358267,Wafaa,28 Aug 1980,1972,110,"Action,Crime,Drama",N/A,India,"Anwar Ali, Shabnam Jharna Basak, Krishan Dhawan, Rakhee Gulzar",Ramanna,"Rajendra Krishan (dialogue), N. Tiwari (dialogue director)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}]"
tt0358353,Devil Take This Train to Hell,28 Jan 1977,1977,90,Action,N/A,South Korea,"No-shik Park, Bo-yeong Ahn, Dong-hwi Jang, Hyeok Jang",No-shik Park,Seok-hun Yun,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]"
tt0358607,Nihon no jingi,28 May 1977,1977,106,"Action,Crime",N/A,Japan,"Bunta Sugawara, Shin'ichi Chiba, Kôji Tsuruta, Mariko Okada",Sadao Nakajima,"Fumio Kônami (screenplay), Sadao Nakajima (screenplay)",1 nomination.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]"
tt0358717,Girl Boss Revenge: Sukeban,13 Jan 1973,1973,86,"Action,Crime,Thriller",N/A,Japan,"Miki Sugimoto, Reiko Ike, Misuzu Ôta, Hiromi Sairaiji",Norifumi Suzuki,"Takayuki Minagawa (screenplay), Kiyohide Ohara (screenplay), Norifumi Suzuki (screenplay)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]"
tt0358775,Yakuza tai G-men,N/A,1973,93,"Action,Crime,Drama",N/A,Japan,"Tatsuo Umemiya, Hiroki Matsukata, Bunta Sugawara, Nobuo Kaneko",Eiichi Kudô,Kôji Takada,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]"
tt0359008,Fight of the Flying Tigers,N/A,1977,95,Action,N/A,Hong Kong,"Il-do Jang, Hyang-su Hwang, Il-shik Jang, Guk-hyang Hwang",Jo-Myeong Jeon,Dong-oh Kim,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]"
tt0359529,Kage gari: Hoero taihô,10 Oct 1972,1972,89,"Action,Adventure,Crime",N/A,Japan,"Yûjirô Ishihara, Ryôhei Uchida, Mikio Narita, Tetsurô Tanba",Toshio Masuda,Kaneo Ikegami,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]"
tt0359544,Kartavya,11 May 1979,1979,168,"Action,Drama",N/A,India,"Dharmendra, Rekha, Nirupa Roy, Aruna Irani",Mohan Segal,S. Ali Raza,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]"
tt0359569,Krakatau,N/A,1977,105,Action,N/A,Indonesia,"Advent Bangun, Muni Cader, Awang Darmawan, Debbie Cinthya Dewi",Sandy Suwardi Hasan,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]"
tt0359725,I,09 Mar 1972,1972,100,"Action,Drama",N/A,South Korea,"No-shik Park, Mu-ryong Choi, Ji-mee Kim",No-shik Park,Sam-yuk Yoon,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]"
tt0360085,Torakku yarô: Bakusô Ichibanboshi,27 Dec 1975,1975,96,Action,N/A,Japan,"Bunta Sugawara, Kin'ya Aikawa, Masumi Harukawa, Shizue Abe",Noribumi Suzuki,"Shin'ichirô Sawai, Noribumi Suzuki",1 win.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]"
tt0360086,Torakku yarô: Dokyô ichibanboshi,N/A,1977,100,Action,N/A,Japan,"Bunta Sugawara, Kin'ya Aikawa, Masumi Harukawa, Nagisa Katahira",Noribumi Suzuki,"Tatsuo Nogami, Shin'ichirô Sawai",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]"
tt0360087,"Run, Truck Rascal, Run!",22 Dec 1979,1979,110,"Action,Adventure,Comedy",N/A,Japan,"Bunta Sugawara, Kin'ya Aikawa, Masumi Harukawa, Aiko Morishita",Noribumi Suzuki,Fumihiro Nakajima,1 nomination.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]"
tt0360088,Truck Rascals,30 Aug 1975,1975,98,"Action,Comedy,Romance",N/A,Japan,"Bunta Sugawara, Junko Natsu, Yutaka Nakajima, Masayuki Yuhara",Noribumi Suzuki,"Noribumi Suzuki, Shin'ichirô Sawai",1 win.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]"
tt0360089,Torakku yarô: Bôkyô Ichibanboshi,N/A,1976,100,Action,N/A,Japan,"Bunta Sugawara, Kin'ya Aikawa, Masumi Harukawa, Yôko Shimada",Norifumi Suzuki,"Tatsuo Nogami, Shin'ichirô Sawai",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]"
tt0360090,Torakku yarô: Ichiban hoshi kita e kaeru,N/A,1978,110,Action,N/A,Japan,"Bunta Sugawara, Kin'ya Aikawa, Masumi Harukawa, Toshio Kurosawa",Noribumi Suzuki,"Nobuaki Nakajima, Noribumi Suzuki",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]"
tt0360091,Trucker Yaro IX: A 5000 Km Run,N/A,1979,106,"Action,Adventure,Comedy",N/A,Japan,"Bunta Sugawara, Kin'ya Aikawa, Masumi Harukawa, Miyuki Ono",Noribumi Suzuki,"Nobuaki Nakajima, Noribumi Suzuki",2 nominations.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]"
tt0360092,Torakku yarô: Otoko ippiki momojirô,N/A,1977,104,Action,N/A,Japan,"Bunta Sugawara, Kin'ya Aikawa, Masumi Harukawa, Tomisaburô Wakayama",Norifumi Suzuki,Norifumi Suzuki,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]"
tt0360093,Trucker Yaro VII: Another Odyssey of Momojiro,N/A,1978,103,"Action,Adventure,Comedy",N/A,Japan,"Bunta Sugawara, Kin'ya Aikawa, Masumi Harukawa, Mieko Harada",Norifumi Suzuki,Nobuaki Nakajima,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]"
tt0360094,Torakku yarô: tenka gomen,N/A,1976,105,Action,N/A,Japan,"Bunta Sugawara, Kin'ya Aikawa, Masumi Harukawa, Kaoru Hoshimi",Noribumi Suzuki,"Nobuaki Nakajima, Noribumi Suzuki",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]"
tt0360231,Zinda Dil,N/A,1975,125,"Action,Romance",N/A,India,"Rishi Kapoor, Neetu Singh, Zaheera, Pran",Sikandar Khanna,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]"
tt0360397,Mughamarat batal,15 Sep 1981,1979,120,"Action,Adventure",N/A,Algeria,"Samia Ammar, Bentchouban, Mostefa Djadjam, Abou Djamel",Merzak Allouache,Merzak Allouache,2 wins.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]"
tt0360940,Lupin the Third: Strange Psychokinetic Strategy,03 Aug 1974,1974,82,"Action,Comedy,Crime",N/A,Japan,"Yûki Meguro, Eiko Ezaki, Maria Anzai, Shirô Itô",Takashi Tsuboshima,"Hiroshi Nagano (screenplay), Monkey Punch (manga)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]"
tt0361505,Dharmatma,30 Apr 1975,1975,163,"Action,Romance,Thriller",Not Rated,India,"Prem Nath, Feroz Khan, Hema Malini, Rekha",Feroz Khan,"Kaushal Bharati (dialogue), Kaushal Bharati (screenplay), Kaushal Bharati (story)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]"
tt0362089,Ride the Hot Wind,N/A,1971,76,"Action,Drama",R,USA,"Tommy Kirk, Duke Kelly, Cheryl Waters, Richard Ford Grayling",Duke Kelly,"Duke Kelly, Robert Linder (screenplay), Rand Porter (screenplay)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]"
tt0362969,Perros callejeros II,N/A,1979,100,"Action,Drama",N/A,"Mexico, Spain","Ángel Fernández Franco, Teresa Giménez, Reyes Poveda, José Febles",José Antonio de la Loma,José Antonio de la Loma,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]"
tt0363733,The Last Deed of Kamo,26 Aug 1974,1974,91,"Action,Adventure",N/A,Soviet Union,"Gurgen Tonunts, Anatoli Falkovich, Iya Savvina, G. Khazhakyan","Stepan Kevorkov, Grigori Melik-Avakyan","Georgi Kapralov, Semyon Tumanov",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.4/10'}]"
tt0363739,Khel Khilari Ka,18 Apr 1977,1977,90,"Action,Thriller",N/A,India,"Dharmendra, Shabana Azmi, Dhruv, Dev Kumar",Arjun Hingorani,S.M. Abbas (dialogue),N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]"
tt0365808,Tie chao ren,01 Jan 1974,1975,84,"Action,Comedy,Fantasy",N/A,"Japan, Hong Kong","Lin Lin Li, Paul Chun, Stephan Yip, Godfrey Ho","Ting Hung Kuo, Koichi Takano",Ting Hung Kuo,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]"
tt0366665,Kaptein Caprivi,01 Dec 1972,1972,85,"Action,Adventure,War",N/A,South Africa,"Will Sealie, Norman C. Smith, Ken Hare, Jannie Hanzen",Albie Venter,"Basil Stols, Andreas du Plessis",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]"
tt0367031,Shangani Patrol,03 Dec 1970,1970,94,"Action,Drama,War",N/A,South Africa,"Brian O'Shaughnessy, Will Hutchins, Adrian Steed, James White",David Millin,"Adrian Steed (screenplay), Robert L. Cary (novel)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]"
tt0367482,Â!! Hana no ôendan,21 Aug 1976,1976,99,"Action,Comedy",N/A,Japan,"Hitoshi Imai, Junko Miyashita, Osamu Kôda, Hiroshi Fukami",Chûsei Sone,"Yôzô Tanaka (screenplay), Dôkuman (comic)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]"
tt0367483,Â!! Hana no ôendan: Otoko namida no shin'eitai,19 Mar 1977,1977,93,"Action,Comedy",N/A,Japan,"Susumu Honma, Shinzo Kawabata, Hiroshi Fukami, Junko Miyashita",Chûsei Sone,Yôzô Tanaka,N/A,N/A,[]
tt0367695,Elaan,19 May 1971,1971,144,"Action,Drama,Musical",N/A,India,"Vinod Mehra, Rekha, Vinod Khanna, Helen",K. Ramanlal,"Umesh (story), Vrajendra Gaur (screenplay), Vrajendra Gaur (dialogue)",1 nomination.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]"
tt0367723,Farishta Ya Qatil,N/A,1977,126,"Action,Drama",N/A,India,"Shashi Kapoor, Rekha, Jayshree T., Yunus Parvez",S.M. Abbas,N/A,N/A,N/A,[]
tt0367921,Kahani Kismat Ki,N/A,1973,131,"Action,Drama",N/A,India,"Dharmendra, Rekha, Ajit, Rajendra Nath",Arjun Hingorani,"S.M. Abbas (dialogue), Arjun Hingorani (screenplay), K.A. Narayan (screenplay), K.A. Narayan (story)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]"
tt0367928,Kashmakash,N/A,1973,134,"Action,Family,Mystery",NOT RATED,India,"Feroz Khan, Shatrughan Sinha, Rekha, Padma Khanna",Feroz Chinoy,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]"
tt0367951,The Last Lion,29 May 1972,1972,80,"Action,Adventure,Drama",N/A,South Africa,"Jack Hawkins, Dawid van der Walt, Karen Spies",Elmo de Witt,"Sangiro (book), Wilbur Smith",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]"
tt0368465,Zorro,N/A,1975,150,"Action,Adventure,Comedy",N/A,India,"Navin Nischol, Rekha, Urmila Bhatt, Om Shivpuri",Shibu Mitra,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]"
tt0371010,Nippulanti Manishi,N/A,1974,161,"Action,Drama",N/A,India,"Satyanarayana Kaikala, Latha, Taraka Rama Rao Nandamuri",S.D. Lall,N/A,N/A,N/A,[]
tt0371870,Pattikatu Raja,N/A,1975,144,"Action,Drama,Musical",N/A,India,"Kamal Haasan, Jayasudha, Pandharibai",N/A,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]"
tt0373798,Korean Connection,19 Jul 1974,1974,88,Action,N/A,South Korea,"Yong-cheol Han, Yeong-Mun Kwon, Ae-Jeong Jeong, So-Yeong Lee",Doo-yong Lee,Dong-hun Yu,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]"
tt0373986,The Kung Fu Stars,08 Jun 1978,1978,74,"Action,Adventure,Drama",N/A,Hong Kong,"Wilson Tong, Betty Ting Pei, Chui Meng, Billy Chan",Chi Lo,Chi Lo (screenplay),N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]"
tt0374039,Mera Rakshak,18 Feb 1978,1978,157,"Action,Crime,Drama",N/A,India,"Mithun Chakraborty, Abhi Bhattacharya, Shreeram Lagoo, Gayatri",R. Thyagaraajan,"Sandow M.M.A. Chinnappa Devar (story), Ram Govind (dialogue), Ravindra Jain (lyrics)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}]"
tt0374066,Moojrim,17 Sep 1970,1970,138,"Action,Crime,Musical",N/A,India,"Joy Mukherjee, Kumud Chuggani, Dev Kumar, Jayant",Kewal Misra,"Charandas Shokh (dialogue), Charandas Shokh (screenplay), Charandas Shokh (story)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]"
tt0374238,Sta dihtya tis arahnis,26 Mar 1973,1973,180,"Action,Thriller",N/A,Greece,"Katia Dandoulaki, Giannis Katranis, Ketty Papanika, Giorgos Loukakis",Marios Retsilas,Panos Kontellis,N/A,N/A,[]
tt0376071,Phandebaaz,07 Jul 1978,1978,150,"Action,Comedy",N/A,India,"Dharmendra, Moushumi Chatterjee, Prem Chopra, Satyendra Kapoor",Samir Ganguly,"Kaushal Bharati (dialogue), Kaushal Bharati (screenplay), Kaushal Bharati (story)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]"
tt0376259,Tokyo-Seoul-Bangkok,15 Sep 1973,1973,104,"Action,Crime",N/A,Japan,"Shin'ichi Chiba, Hiroki Matsukata, Bunta Sugawara, Kim Chang-Sook",Sadao Nakajima,"Sadao Nakajima, Kôji Takada",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]"
tt0378009,Police Story,05 Oct 1979,1979,100,Action,N/A,South Korea,"Dong-hwi Jang, So-ryong Han, Ji-in Yu, Jeong-suk Moon",Doo-yong Lee,Mun-woong Lee,1 win.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]"
tt0378148,Bridge of Death,21 Apr 1974,1974,90,Action,N/A,N/A,"Yong-cheol Han, Yeon-jeong Woo, Su-cheon Bae, Il-shik Jang",Doo-yong Lee,Ha-lim Kim,N/A,N/A,[]
tt0379253,Dhongee,04 May 1979,1979,122,"Action,Comedy,Drama",N/A,India,"Randhir Kapoor, Neetu Singh, Asrani, Farida Jalal",Ashok Roy,"Humayun Mirza (screenplay), Prayag Raj (story), Charandas Shokh (dialogue), Charandas Shokh (screenplay)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]"
tt0381079,Chalta Purza,N/A,1977,150,"Action,Thriller",N/A,India,"Rajesh Khanna, Parveen Babi, Rakesh Roshan, Ajit",Bhappi Sonie,"Sachin Bhowmick (screenplay), Sachin Bhowmick (story), Kader Khan (dialogue)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]"
tt0386870,Werwölfe,09 Nov 1973,1973,79,Action,N/A,West Germany,"Wolfgang Ziffer, Klaus Jepsen, Hermann Ebeling, Günter Meisner","Werner Klett, Michael Wewerka",Werner Klett,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]"
tt0387072,The Bionic Boy,N/A,1977,95,"Action,Crime,Sci-Fi",N/A,"Philippines, Hong Kong","Johnson Yap, Joe Sison, Chito Guerrero, Danny Rojo",Leody M. Diaz,"Romeo N. Galang (screenplay), Bobby A. Suarez (story)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]"
tt0387629,They Call Him Chop-suey,08 May 1975,1975,92,Action,N/A,Philippines,"Ramon Zamora, Romeo Rivera, Jennifer Kaur, Pugak",Jun Gallardo,"Bobby A. Suarez (story & screenplay), Nestor Torre (story & screenplay)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]"
tt0389551,Zamaanat,N/A,1977,127,"Action,Crime,Thriller",N/A,India,"Jeetendra, Reena Roy, Bindu, Master Bunty",A. Salaam,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}]"
tt0389711,.357 Magnum,N/A,1977,71,"Action,Drama",R,USA,"Priscilla Alden, Michael Flood, Kathryn Hayes, Marland Proctor",Nick Millard,"Gunnel Kjellin (scenario), Nick Millard (screenplay), Nick Millard (story)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]"
tt0390559,Tiger,05 Sep 1979,1979,140,"Action,Drama",N/A,India,"Rajinikanth, Taraka Rama Rao Nandamuri, Anjali Devi",N. Ramesh,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]"
tt0392223,Kara Murat: Denizler Hakimi,N/A,1977,84,"Action,Adventure,Drama",N/A,Turkey,"Cüneyt Arkin, Sevda Karaca, Piero Fabiani, Hüseyin Baradan","Natuk Baytan, Ernst Hofbauer","Rahmi Turan, Abdullah Turhan, Erdogan Tünas, Fuat Özlüer",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]"
tt0392229,Kara Orkun,01 Dec 1973,1973,92,"Action,Adventure,History",N/A,Turkey,"Serdar Gökhan, Meral Zeren, Nazan Adali, Kazim Kartal",Yücel Uçanoglu,"Sahap Ayhan (cartoon story), Safa Önal (screenplay), Duygu Sagiroglu (screenplay), Memduh Ün (screenplay), Yücel Uçanoglu (screenplay)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]"
tt0392827,Tarzan the Mighty Man,N/A,1974,70,"Action,Adventure",N/A,Turkey,"Yavuz Selekman, Yesim Yükselen, Altan Günbay, Kudret Karadag",Kunt Tulgar,Kunt Tulgar,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]"
tt0395743,Salaakhen,N/A,1975,129,"Action,Thriller",N/A,India,"Shashi Kapoor, Sulakshana Pandit, Mehmood, Sudhir",A. Salaam,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]"
tt0398320,Shaitaan,N/A,1974,121,"Action,Crime,Drama",N/A,India,"Shatrughan Sinha, Sharmila Tagore, Poonam Sinha, Bindu",Feroz Chinoy,"Kaushal Bharati (screenplay), K.A. Narayan (story)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]"
tt0400699,The Lady Professional,01 Jul 1971,1971,80,"Action,Adventure,Thriller",N/A,Hong Kong,"Lily Ho, Pei-Shan Chang, Miao Ching, Shen Chan","Akinori Matsuo, Chih-Hung Kuei(co-director)",Shu Mei Chin (screenplay),N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]"
tt0401816,Tatak ng tundo,08 Dec 1978,1978,120,Action,N/A,Philippines,"Fernando Poe Jr., Joseph Estrada, Anna Marin, April Cezar",Fernando Poe Jr.,Pablo S. Gomez (screenplay),1 nomination.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]"
tt0402149,Dugo at pag-ibig sa kapirasong lupa,12 Jun 1975,1975,200,"Action,Drama,Romance",N/A,Philippines,"Eddie Del Mar, Ruben Rustia, Barbara Perez, Teody Belarmino","Ding M. De Jesus, Cesar Gallardo, Armando A. Herrera, Johnny Pangilinan, Romy Suzara","Johnny Pangilinan (screenplay), Ding M. De Jesus (screenplay), Armando A. Herrera (screenplay), Johnny Pangilinan (story), Nestor Torre (screenplay), Johnny Pangilinan (story), Prudencio Mariano (screenplay)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]"
tt0402738,Aadu Puli Attam,N/A,1977,136,"Action,Drama,Thriller",N/A,India,"Kamal Haasan, Rajinikanth, Sridevi",S.P. Muthuraman,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]"
tt0403190,Kaoyaku,12 Aug 1971,1971,98,"Action,Crime",N/A,Japan,"Shintarô Katsu, Tsutomu Yamazaki, Kiwako Taichi, Tomisaburô Wakayama",Shintarô Katsu,"Shintarô Katsu, Ryûzô Kikushima",1 win.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]"
tt0403382,Okoma: The Orphan Gambler,23 Jan 1971,1971,90,"Action,Crime,Drama",N/A,Japan,"Sumiko Fuji, Kôji Tsuruta, Michiyo Kogure, Eizô Kitamura",Shigehiro Ozawa,Tatsuo Honda,1 win.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]"
tt0403524,Karate for Life,14 May 1977,1977,91,"Action,Biography,Drama",N/A,Japan,"Shin'ichi Chiba, Kôjirô Hongô, Hideo Murota, Masaru Shiga",Kazuhiko Yamaguchi,"Ikki Kajiwara (story by), Masahiro Kakefuda (screenplay)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]"
tt0410140,Jue bu di tou,23 Jul 1977,1977,91,Action,N/A,Hong Kong,"Hua Tsung, Tony Liu, Nora Miao, Yun Ling",Shan Hua,"Lung Ku (story), Yung-Chang Li (screenplay)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]"
tt0415137,Maharlika,09 Apr 1987,1970,86,"Action,War",N/A,Philippines,"Paul Burke, Dovie Beams, Broderick Crawford, Farley Granger",Jerry Hopper,Sy Salkowitz (screenplay),N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '2.9/10'}]"
tt0415906,Gatchaman The Movie,15 Jul 1978,1978,110,"Action,Adventure,Animation",TV-PG,Japan,"Katsuji Mori, Isao Sasaki, Kazuko Sugiyama, Yoku Shioya",Hisayuki Toriumi,"Jinzô Toriumi, Satoru Suyama, Hisayuki Toriumi, Tatsuo Yoshida (story), Tatsuo Yoshida (characters)",1 win & 2 nominations.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]"
tt0416781,Goldwing,05 Jan 1978,1978,71,"Action,Animation,Sci-Fi",N/A,South Korea,"Jehan Agrama, John Apicella, Robert Chamberlain, Gina Freidlander",Cheong-gi Kim,Hang-ri Jo,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]"
tt0418623,Dasso yugi,19 Jun 1976,1976,93,"Action,Crime",N/A,Japan,"Shin'ichi Chiba, Haruko Wanibuchi, Eitarô Ozawa, Gorô Tarumi",Kôsaku Yamashita,"Kiyohide Ohara (screenplay), Ikuo Sekimoto, Kôji Takada (original story)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]"
tt0420199,Snake Shadow Lama Fist,18 May 1979,1976,69,"Action,Drama",N/A,"Taiwan, Hong Kong","Kuan-Chun Chi, Chin Hu, Hao-Yun Tang, Yung-Sze Chen",Mu Chu,Ning Kai,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}]"
tt0430232,International Crook,22 Sep 1974,1974,138,"Action,Crime",N/A,India,"Dharmendra, Saira Banu, Feroz Khan, Om Prakash",Pachhi,"R.S. Choudhury (screenplay), Aziz Kashmiri (dialogue), Pachhi",1 nomination.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]"
tt0430508,Raakhi Aur Rifle,N/A,1976,109,Action,N/A,N/A,"Dara Singh, Raman Khanna, Sona, Randhawa",Radhakant,N/A,N/A,N/A,[]
tt0430561,Saazish,N/A,1975,132,"Action,Crime,Thriller",N/A,India,"Saira Banu, Dharmendra, Dev Kumar, Rajendra Nath",Kalidas,Ranjan Bose,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]"
tt0431316,Patthar Aur Payal,13 Aug 1974,1974,150,"Action,Drama",N/A,India,"Dharmendra, Hema Malini, Vinod Khanna, Ajit",Harmesh Malhotra,"Ravi Kapoor (screenplay), Ravi Kapoor (story), Rahi Masoom Reza (dialogue)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]"
tt0436502,Legend of the Northwest,N/A,1978,79,"Action,Adventure,Family",PG,USA,"Marshall Reed, Joey Young, Dana Dillaway, Denver Pyle",Rand Brooks,"Rand Brooks (story), Jennings Cobb",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]"
tt0437054,Ye mao ba fan,N/A,1976,86,"Action,Comedy,Drama",N/A,Taiwan,"Dan Dan Chi, Tao Hung Li, Shao Chun Chang, Chin Hai Chen",Yi-Hsiu Lin,Huang Kun Lin,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]"
tt0445534,Heroes of Sung,N/A,1973,81,"Action,Adventure,Drama",N/A,Hong Kong,"Szu Shih, Lieh Lo, Pei-Shan Chang, Chun Chen",Chiang Shen,Chiang Shen (screenplay),N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]"
tt0451475,The Three Superboys Strike Again,01 Feb 1976,1976,89,"Action,Comedy,Crime",N/A,"Turkey, Italy","Cüneyt Arkin, Gülsen Bubikoglu, Alberto Dell'Acqua, Reza Fazeli",Natuk Baytan,"Erdogan Tünas (scenario), Fuat Özlüer (scenario)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]"
tt0451788,Kyôfu joshikôkô: Bôkô rinchi kyôshitsu,31 Mar 1973,1973,88,"Action,Crime",N/A,Japan,"Miki Sugimoto, Reiko Ike, Seiko Saburi, Misuzu Ôta",Norifumi Suzuki,Tatsuhiko Kamoi (screenplay),N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]"
tt0451930,Sukeban gerira,12 Aug 1972,1972,84,Action,N/A,Japan,"Miki Sugimoto, Reiko Ike, Emi Jô, Linda Kimoto",Noribumi Suzuki,"Takayuki Minagawa (screenplay), Noribumi Suzuki (screenplay)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]"
tt0451939,Teen Chor,N/A,1973,126,"Action,Crime,Drama",N/A,India,"Jeevan, I.S. Johar, Vinod Mehra, Om Prakash",Dada Mirasi,N/A,N/A,N/A,[]
