,id,title,release_date,year,runtime,genres,rated,countries,actors,directors,writers,awards,box_office,ratings
1171,tt0080722,Fatal Needles vs. Fatal Fists,,1978,92,"['Action', 'Drama']",Not Rated,['Taiwan'],"['Don Wong', ' Lieh Lo', ' Yi Chang', ' Lu-Ling Li']",['Tso Nam Lee'],['Hsin Yi Chang'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]"
1172,tt0080742,Fist of Fury III,04 May 1979,1979,91,"['Action', 'Drama']",,['Hong Kong'],"['Bruce Li', ' Yen Tsan Tang', ' Feng Ku', ' Michelle Yim']",['Lu Po Tu'],['Lung Yueh (screenplay)'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]"
1173,tt0080772,Galaxy Express 999,08 Aug 1981,1979,129,"['Action', 'Adventure', 'Animation']",PG,['Japan'],"['Masako Nozawa', ' Masako Ikeda', ' Yôko Asagami', ' Miyoko Asô']",['Rintaro'],"['Leiji Matsumoto (manga)', ' Kon Ichikawa (screenplay)', ' Shirô Ishimori (screenplay)']",1 win.,,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]"
1174,tt0080932,The Invincible,,1972,94,"['Action', 'Adventure', 'Romance']",,"['Taiwan', ' Hong Kong']","['Yu Wang', ' Helen Ma', ' Paul Chang', ' Yi Kuei Chang']",['Chen Lo'],['Chia Kuo (screenplay)'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]"
1175,tt0080999,Karate Killer,17 Jun 1976,1976,90,"['Action', 'Drama', 'Sport']",PG,"['South Africa', ' USA']","['James Ryan', ' Charlotte Michelle', ' Norman Coombes', ' Daniel DuPlessis']",['Ivan Hall'],['C.F. Beyers-Boshoff'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]"
1176,tt0081016,Kung Fu Arts,22 Sep 1978,1978,88,['Action'],,['Taiwan'],"['Carter Wong', ' Sing Chen', ' Chi-Min Chin', ' Chung-Kuei Chang']","['Kuang Hui', ' Hsi-Chieh Lai', ' Ju-Shou Li']",['Hsue-chen Hsiao'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]"
1177,tt0081061,The Little Dragons,18 Jul 1980,1979,90,"['Action', 'Comedy']",PG,['USA'],"['Charles Lane', ' Ann Sothern', ' Chris Petersen', ' Pat Petersen']",['Curtis Hanson'],"['Harvey Applebaum', ' Louis G. Atlee', ' Rudolph Borchert', ' Alan Ormsby']",,,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]"
1178,tt0081102,Long xing dao shou jin zhong jun,18 May 1979,1979,92,"['Action', 'Drama']",Not Rated,"['Hong Kong', ' Taiwan']","['Sing Chen', ' Carter Wong', ' Casanova Wong', ' Chun-Erh Lung']",['Shao-Peng Chen'],['nan'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]"
1179,tt0081382,Project: Kill,01 Oct 1976,1976,90,"['Action', 'Drama']",,"['USA', ' Philippines']","['Leslie Nielsen', ' Gary Lockwood', ' Nancy Kwan', ' Vic Silayan']",['William Girdler'],"['Galen Thompson', ' David Sheldon (story by)']",,,"[{'Source': 'Internet Movie Database', 'Value': '3.9/10'}]"
1180,tt0081418,Return of Red Tiger,20 May 1978,1978,92,['Action'],,"['Hong Kong', ' South Korea']","['Su-cheon Bae', ' Hwang-ki Baek', ' Tao Chiang', ' Eagle Han']",['James Nam'],"['Joseph Kong (screenplay)', ' William C.F. Lo']",,,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]"
1181,tt0081419,Chou tou xiao zi,21 Dec 1978,1972,88,"['Action', 'Comedy']",,['Taiwan'],"['Sammo Kam-Bo Hung', ' Hua Yueh', ' Carter Wong', ' Hsien-chuan Chang']",['Kuang Hui'],"['Hsue-chen Hsiao', ' Huang Kun Lin']",,,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]"
1182,tt0081467,Screamers,26 Jun 1981,1979,100,"['Action', 'Adventure', 'Horror']",R,['Italy'],"['Barbara Bach', ' Claudio Cassinelli', ' Richard Johnson', ' Beryl Cunningham']",['Sergio Martino'],"['Cesare Frugoni (story)', ' Luciano Martino (story)', ' Sergio Donati (screenplay)', ' Cesare Frugoni (screenplay)', ' Sergio Martino (screenplay)']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]"
1183,tt0081473,Secret of the Chinese Kung Fu,,1977,90,"['Action', 'Drama']",,['Taiwan'],"['Lieh Lo', ' Ling Ling Hsia', ' Wah-Lung Szema', ' Yi Kuei Chang']",['Ting Mei Sung'],['nan'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]"
1184,tt0081495,Shaolin Brothers,,1977,90,"['Action', 'Drama', 'Thriller']",,['Hong Kong'],"['Carter Wong', ' Chung-Erh Lung', ' Pao-Shan Chang', ' Shu-Tsai Chang']",['Joseph Kuo'],['nan'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]"
1185,tt0081539,Soul Brothers of Kung Fu,01 Oct 1978,1977,91,"['Action', 'Drama']",R,"['Hong Kong', ' USA', ' Taiwan']","['Bruce Li', ' Feng Ku', ' Meng Lo', ' Carl Scott']",['Shan Hua'],['Chan Wei Lin'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]"
1186,tt0081558,Steel,25 Jul 1979,1979,102,"['Action', 'Adventure', 'Crime']",PG,['USA'],"['Lee Majors', "" Jennifer O'Neill"", ' Art Carney', ' Harris Yulin']",['Steve Carver'],"['Leigh Chapman', ' Peter S. Davis (story)', ' Rob Ewing (story)', ' William N. Panzer (story)']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]"
1187,tt0081572,The Six Thousand Dollar Nigger,22 Dec 1978,1978,80,"['Action', 'Comedy', 'Sci-Fi']",R,['USA'],"['Steve Gallon', ' Joycelyn Norris', ' Benny Latimore', ' Peter Conrad']",['Rene Martinez Jr.'],"['Laura S. Diaz (screenplay)', ' Rene Martinez Jr. (screenplay)']",,,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}]"
1188,tt0081576,Spree,27 Apr 1979,1979,89,"['Action', 'Crime', 'Drama']",R,"['Mexico', ' USA']","['Peter Graves', ' Ray Milland', ' Vincent Van Patten', ' Cosie Costa']",['Larry Spiegel'],"['G.M. Cahill (screenplay)', ' G.M. Cahill (story)', ' Fredric Shore (screenplay)', ' Fredric Shore (story)', ' Larry Spiegel (screenplay)']",,,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]"
1189,tt0081630,The Challenger,25 Oct 1979,1979,88,"['Action', 'Comedy']",,['Hong Kong'],"['David Chiang', ' Norman Chu', ' Lily Li', ' Phillip Ko']",['Eric Tsang'],['Kuang Ni'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]"
1190,tt0081631,The Battle Wizard,09 Sep 1977,1977,77,"['Action', 'Fantasy']",,['Hong Kong'],"['Danny Lee', ' Ni Tien', ' Chen Chi Lin', ' Kwok Kuen Chan']",['Hsueh Li Pao'],"['Louis Cha (story)', ' Kuang Ni']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]"
1191,tt0081652,Enter the Game of Shaolin Bronzemen,21 Nov 1979,1979,90,"['Action', 'Drama']",R,"['Hong Kong', ' Philippines']","['Bruce Le', ' Lita Vasquez', ' Lik Cheung', ' Ruby Anna']",['Joseph Velasco'],['Joseph Velasco'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]"
1192,tt0081774,Wu ming xiao zu,16 Aug 1979,1979,96,"['Action', 'Comedy']",,['Hong Kong'],"['Chia Yung Liu', ' Dean Shek', ' Ka-Yan Leung', ' Karl Maka']",['Karl Maka'],['Karl Maka'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]"
1193,tt0081788,Yi dan er li san gong fu,21 Dec 1979,1979,92,"['Action', 'Comedy']",,['Hong Kong'],"['Chia-Hui Liu', ' Lieh Lo', ' Chia Yung Liu', ' Hoi Sang Lee']",['Chia Yung Liu'],"['Arthur Wong', ' Hoi-Ming Wong']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]"
1194,tt0081794,Xiao lao hu,06 Sep 1973,1973,102,"['Action', 'Drama']",Not Rated,['Hong Kong'],"['Fei Meng', ' Lin Lin Li', ' Chi Lin', ' Stanley Sui-Fan Fung']",['Wu Ma'],['Kuang Ni (screenplay)'],,,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]"
1195,tt0082298,Du bi quan wang yong zhan chu men jiu zi,,1976,76,"['Action', 'Drama']",,['Taiwan'],"['Jimmy Wang Yu', ' Hua Tsung', ' Hung Lieh Chen', ' Fei Lung']",['Teng Hung Hsu'],"['Ching Kang Yao', ' Jimmy Wang Yu']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]"
1196,tt0082470,Grand Master of Shaolin Kung Fu,14 Oct 1978,1978,100,"['Action', 'Drama']",,['South Korea'],"['Kang Chin', ' Eun-ju Im', ' Yi Tao Chang', ' Kang-jo Lee']",['Hyeok-su Lee'],['In-Gyeong Seo'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]"
1197,tt0082482,Cantonen Iron Kung Foo,14 Sep 1979,1979,86,"['Action', 'Adventure']",,['Hong Kong'],"['Ka-Yan Leung', ' Hua Chung Ting', ' Kuo Chung Ching', ' Yi-Hsia Fang']",['Chiu Lee'],"['Chiu Lee', ' Hsin Wei']",,,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]"
1198,tt0082706,Mang quan gui shou,13 Jul 1979,1979,92,"['Action', 'Adventure', 'Comedy']",,['Hong Kong'],"['Bruce Li', ' Siu Tin Yuen', ' Meg Lam', ' Lau Chan']",['Bong Luk'],"['Shih Wu', ' Wei Yang']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]"
1199,tt0082720,Sandman,,1979,86,"['Action', 'Comedy']",,['Taiwan'],"['Raymond Lui', ' Hua Chung', ' Jing Fang', ' Pao-Shan Chang']",['Raymond Lui'],['Shao-hua Tsai (screenplay)'],,,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}]"
1200,tt0082735,Men of the Hour,15 Sep 2003,1977,105,"['Action', 'Adventure']",,['Taiwan'],"['Ling Chang', ' Charlie Chin', ' Chung-Kuei Chang', ' Hung Chi Chang']",['Ming-Hua Chen'],['Ming-Hua Chen (screenplay)'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]"
1201,tt0082771,Moonlight Sword and Jade Lion,03 Aug 1977,1977,94,"['Action', 'Drama']",Not Rated,['Taiwan'],"['Fang-Hsia Chang', ' Shu Lin Chang', ' Ming Chiang', ' Kang Ho']",['Karl Liao'],['Ren Chung'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]"
1202,tt0082775,Mr. No Legs,14 Mar 1979,1978,90,"['Action', 'Drama']",R,['USA'],"['Richard Jaeckel', ' Ron Slinker', ' Lloyd Bochner', ' Joie Chitwood']",['Ricou Browning'],['Jack Cowden'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]"
1203,tt0083040,Search and Destroy,28 Sep 1979,1979,92,"['Action', 'Drama', 'Thriller']",PG,['Canada'],"['Perry King', ' Don Stroud', ' Tisa Farrow', ' George Kennedy']",['William Fruet'],['Don Enright'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]"
1204,tt0083050,I Want To,01 Jan 1981,1979,139,"['Action', 'Adventure', 'Sci-Fi']",,['Japan'],"[""Shin'ichi Chiba"", ' Jun Etô', ' Moeko Ezawa', ' Ryô Hayami']",['Kôsei Saitô'],"['Ryo Hanmura (novel)', ' Toshio Kamata']",2 nominations.,,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]"
1205,tt0083233,The True Game of Death,03 Dec 1979,1979,81,['Action'],Not Rated,['Taiwan'],"['Hsao Lung', ' Alice Meyer', ' Ali Tayler', ' George Steve']","['Tien-Tai Chen', ' Steve Harries']",['nan'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]"
1206,tt0083696,Bruce and the Shaolin Bronzemen,01 Dec 1977,1977,88,"['Action', 'Crime', 'Drama']",,"['Hong Kong', ' Philippines']","['Bruce Le', ' Lita Vasquez', ' Lik Cheung', ' Jai Tsing-Tong']",['Joseph Kong'],['Joseph Kong'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]"
1207,tt0084270,The Lost Kung Fu Secrets,30 Nov 1979,1979,90,"['Action', 'Drama']",,['Taiwan'],"['David Chiang', ' Feng Hsu', ' Paul Chang', ' Chiu Ming Chen']",['Chi Lo'],['Chi Lo'],,,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]"
1208,tt0084598,Rivals of Silver Fox,,1979,86,"['Action', 'Adventure']",,"['Hong Kong', ' South Korea']","['Hwang-ki Baek', ' Shao-Peng Chen', ' Chi Chu Chin', ' Mu-woong Choi']","['Shao-Peng Chen', ' Jeong-yong Kim']",['Jeong-yong Kim'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]"
1209,tt0084902,Against Rascals with Kung-Fu,,1979,93,"['Action', 'Comedy']",R,"['Taiwan', ' Hong Kong']","['Siu Tin Yuen', ' Jing Fang', ' Lien-Sheng Shen', ' Ching Fung Kwan']",['Cheng-Liang Kwan'],"['Fu-Wen Chung', ' Cheng-Liang Kwan']",,,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]"
1210,tt0086622,The Fatal Flying Guillotines,17 Jun 1977,1977,88,"['Action', 'Adventure']",,"['Taiwan', ' Hong Kong']","['Carter Wong', ' Sing Chen', ' Shao-Peng Chen', ' Szu-Cheng Mu']",['Raymond Lui'],"['Sheng Yu Hsu', ' Raymond Lui']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]"
1211,tt0087194,The Eighteen Jade Arhats,,1979,89,"['Action', 'Mystery']",,"['Hong Kong', ' Taiwan']","['Lieh Lo', ' Lingfeng Shangguan', ' Yi Chang', ' Tan-Fung Fan']",['Jen-Chieh Chang'],"['Hsia Hsu', ' Ching Kang Yao']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]"
1212,tt0087203,Lao hu sha xing,,1976,84,"['Action', 'Drama']",,['Hong Kong'],"['Charles Heung', ' Ka Ting Lee', ' Ying-Chieh Han', ' Wilson Tong']",['Kei Law'],"['Ming Lei', ' On Szeto']",,,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]"
1213,tt0087375,Showdown at the Equator,,1978,95,"['Action', 'Drama']",R,['nan'],"['Lieh Lo', ' Nora Miao', ' Siu-Lung Leung', ' Chin-kun Li']",['Ching Liang Kwan'],['Ching Liang Kwan'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]"
1214,tt0087896,Mean Business,01 May 1980,1979,92,"['Action', 'Crime', 'Drama']",R,['Philippines'],"['Marrie Lee', ' Franco Guerrero', ' Florence Carvajal', ' Johnny Wilson']",['Bobby A. Suarez'],"['Dick Adair (screenplay)', ' Bobby A. Suarez', ' Joseph Zucchero (screenplay)']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]"
1215,tt0088309,Two in Black Belt,,1978,83,['Action'],,"['Hong Kong', ' Indonesia']","['Ti Chen', ' Chok Chow Cheung', ' Enny Christina', ' Fu Hu']",['Sum Cheung'],['Sum Cheung'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]"
1216,tt0089459,Lao jia lao nu lao shang lao,,1978,94,"['Action', 'Crime', 'Drama']",R,"['Hong Kong', ' Taiwan']","['Bruce Li', ' Yasuaki Kurata', ' Michelle Yim', ' Dana']",['Tso Nam Lee'],"['Si Ting Sing (screenplay)', ' Shan-Hsi Ting']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]"
1217,tt0090225,Da feng bo,,1974,90,"['Action', 'Adventure', 'Comedy']",,"['Taiwan', ' Hong Kong']","['Ai-Hua Yang', ' Hua Sun Ting', ' Ying Lin', ' Kai Wang']",['Pao-chang Han'],['Hung Chi Mao (screenplay)'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]"
1218,tt0092270,Zhong guo tie ren,10 Oct 1973,1973,90,"['Action', 'Drama']",,['Taiwan'],"['Chiang-Lung Wen', ' Nancy Yen', ' Chung Tien Shih', ' Ping Lu']",['Joseph Kuo'],['Joseph Kuo (screenplay)'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]"
1219,tt0093982,Six Soldiers,10 Feb 1975,1974,94,"['Action', 'Adventure', 'Drama']",,"['South Africa', ' USA']","['Richard Loring', ' Barry Trengove', ' Lieb Bester', ' Ken Hare']",['Bertrand Retief'],['Bertrand Retief'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]"
1220,tt0094243,Vengeance Cops,21 Jun 1971,1971,81,"['Action', 'Crime', 'Thriller']",,['South Africa'],"['Chris du Toit', ' Helga van Wyk', ' Dawid van der Walt', ' Ian Yule']",['Ivan Hall'],['Beverley Peirce'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]"
1221,tt0097343,The Fearmaker,,1971,93,"['Action', 'Horror', 'Mystery']",PG,"['Mexico', ' USA']","['Katy Jurado', ' Paul Picerni', ' Sonia Amelio', ' Fernando Soler']",['Anthony Carras'],"['Dean Booth (adaptation)', ' Anthony Carras (adaptation)']",,,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]"
1222,tt0098179,The Red Phoenix,30 May 1980,1978,99,"['Action', 'Adventure', 'Mystery']",,['Taiwan'],"['David Chiang', ' Hei Hsiao', ' Ho Hsu', ' Kuo Chu Huang']",['Tien-Yung Hsu'],['Tien-Yung Hsu (screenplay)'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]"
1223,tt0121122,Boxers of Loyalty and Righteousness,20 Apr 1972,1972,91,"['Action', 'Drama']",,"['Taiwan', ' Hong Kong']","['Jimmy Wang Yu', ' Pin Chiang', ' Chia-Lin Sun', ' Yeh Tien']",['Lung Chien'],['Yi Hsiao'],,,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]"
1224,tt0121177,The Professional Killer,,1971,94,"['Action', 'Adventure', 'Drama']",,['Taiwan'],"['Yu Wang', ' Rong Rong', ' Tien Miao', ' Ming Lei']",['Chi Hsin'],['Hsiang Kan Chu (screenplay)'],,,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]"
1225,tt0121219,Zhuang ju zai yu Niu gan yan,27 Jul 1979,1979,79,"['Action', 'Comedy']",,['Hong Kong'],"['Biao Yuen', ' Mary Hon', ' Man-Biu Bak', ' Ga-Ming Chan']","['Li-Kan Fei', ' Philip Kam']",['Yu Ng'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]"
1226,tt0121506,99 Cycling Swords,01 Jan 1977,1977,91,"['Action', 'Comedy']",,['Taiwan'],"['Polly Ling-Feng Shang-Kuan', ' Hua Yueh', ' Lieh Lo', ' Tien Hsiang Lung']",['Tien-Yung Hsu'],['Tien-Yung Hsu'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]"
1227,tt0121738,The 36 Shaolin Beads,,1977,90,"['Action', 'Adventure', 'Drama']",,['Taiwan'],"['Ying Bai', ' Kuan-Hsiung Wang', ' Chui Meng', ' Li Tung']",['Ta-Chao Lin'],['Ching Kang Yao (screenplay)'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]"
1228,tt0121896,18 Swirling Riders,,1977,85,['Action'],,['Taiwan'],"['Sing Chen', ' Ling Chia', ' Don Wong', ' Lieh Lo']",['Fu-Ti Lin'],"['Yung Kao (story)', ' Shih-Ching Yang (screenplay)']",,,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]"
1229,tt0122029,Crippled Masters,16 Jul 1982,1979,90,"['Action', 'Drama']",R,"['Taiwan', ' Hong Kong']","['Sung-Chuan Shen', ' Chao-Ming Kang', ' Chiu Ho', ' Chung-Kuei Chang']",['Chi Lo'],['nan'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]"
1230,tt0122038,Qiao tan nu jiao wa,01 Sep 1979,1977,85,"['Action', 'Drama']",R,"['Hong Kong', ' South Korea']","['Tony Liu', ' Nancy Yen', ' Dana', ' Evelyne Kraft']","['Hun Choi', ' Hsueh Li Pao']","['Shu Mei Chin (screenplay)', ' Kuang Ni (screenplay)']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]"
1231,tt0122046,The Devil's Owl,,1977,90,"['Action', 'Fantasy', 'Horror']",,['Taiwan'],"['Ling Chia', ' Hsiu-Shen Liang', ' Ying-Chi Chang', ' Ting Chao']",['Kuo-Hsiung Liu'],['Kuo-Hsiung Liu'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]"
1232,tt0122060,Escape from the Trap,,1971,102,"['Action', 'Drama', 'Romance']",,['Iran'],"['Behrouz Vossoughi', ' Davoud Rashidi', ' Nilufar', ' Jalal Pishvaian']",['Jalal Moghadam'],['Jalal Moghadam'],,,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]"
1233,tt0122089,Prisoner 407,27 Feb 1976,1976,105,"['Action', 'Adventure', 'Drama']",,"['Canada', ' South Korea', ' Hong Kong']","['Jin Heo', ' Pik-yu Ho', ' Mi-kyeong Seo']",['Sang-ok Shin'],['Sang-hyon Lee'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]"
1234,tt0122090,Yeosu 407ho 2,17 Apr 1976,1976,90,"['Action', 'Drama', 'Thriller']",,"['South Korea', ' Hong Kong']","['Jin Heo', ' Pik-yu Ho', ' Bong-jin Jin', ' Pei-Shan Chang']",['Sang-ok Shin'],['Sang-hyon Lee'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]"
1235,tt0122116,Abar,01 Mar 1977,1977,102,"['Action', 'Drama', 'Sci-Fi']",PG,['USA'],"['J. Walter Smith', ' Tobar Mayo', ' Roxie Young', ' Gladys Lum']",['Frank Packard'],"['James Smalley (screenplay)', ' James Smalley (story)', ' J. Walter Smith (scenario)']",,,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}]"
1236,tt0122262,She mo nu da nao dou shi,,1974,90,"['Action', 'Adventure', 'Comedy']",,"['Taiwan', ' Cambodia']","['Yu-Na Hsu', ' Kuang Yang', ' Kuang Chao Chiang', ' Kang Chin']","['Kuang Hui', ' Kuang Hui']","['Tien-Yung Hsu', ' Tien-Yung Hsu']",,,"[{'Source': 'Internet Movie Database', 'Value': '3.6/10'}]"
1237,tt0123129,The Last Samurai,16 Jun 1977,1974,159,"['Action', 'Drama']",,['Japan'],"['Hideki Takahashi', ' Ken Ogata', ' Takahiro Tamura', ' Teruhiko Saigô']",['Kenji Misumi'],"['Shôtarô Ikenami (story)', ' Takeo Kunihiro', ' Kenji Misumi']",,,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]"
1238,tt0123390,B.D. In Alert,26 Jul 1971,1971,95,"['Action', 'Comedy']",,['Romania'],"['Toma Caragiu', ' Dem Radulescu', ' Sebastian Papaiani', ' Puiu Calinescu']",['Mircea Dragan'],"['Mircea Dragan', ' Nicolae Tic']",,,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}]"
1239,tt0123392,B.D. In the Mountains and on the Seaside,20 Dec 1971,1971,100,"['Action', 'Comedy', 'Crime']",,['Romania'],"['Toma Caragiu', ' Dem Radulescu', ' Ion Fintesteanu', ' Puiu Calinescu']",['Mircea Dragan'],"['Mircea Dragan', ' Nicolae Tic']",,,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]"
1240,tt0123548,Booby Trap,,1970,90,"['Action', 'Crime', 'Drama']",R,['USA'],"['Carl Monson', ' Angela Carnon', ' Maybe Smith', ' Sharon Masters']",['Dwayne Avery'],"['Dwayne Avery (screenplay)', ' Art Hedberg (screenplay)']",,,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]"
1241,tt0123829,The Poseidon Explosion,24 Aug 1973,1973,112,"['Action', 'Drama']",Not Rated,['Romania'],"['Radu Beligan', ' Gheorghe Dinica', ' Toma Caragiu', ' Dem Radulescu']",['Mircea Dragan'],['Ioan Grigorescu'],1 nomination.,,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]"
1242,tt0123847,Tropical Inferno,17 Mar 1978,1978,75,"['Action', 'Crime', 'Drama']",Not Rated,['Switzerland'],"['Karine Gambier', ' Howard Vernon', ' Susan Hemingway', ' Aida Gouveia']",['Jesús Franco'],['Jesús Franco'],,,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]"
1243,tt0124565,Five Loose Women,01 Sep 1974,1974,70,"['Action', 'Crime', 'Drama']",R,['USA'],"['Jabie Abercrombe', ' Rene Bond', ' Tallie Cochrane', ' Donna Young']",['Stephen C. Apostolof'],"['Stephen C. Apostolof (original screenplay)', ' Edward D. Wood Jr. (original screenplay)']",,,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]"
1244,tt0124836,Young Tiger,26 Apr 1973,1973,80,"['Action', 'Crime']",PG-13,['Hong Kong'],"['Charlie Chin', ' Qiu Yuen', ' Betty Pei Ti', ' Chin Hu']",['Mu Chu'],['Mu Chu (screenplay)'],,,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}]"
1245,tt0125015,Black Heat,01 Jun 1976,1976,94,"['Action', 'Crime', 'Drama']",R,['USA'],"['Timothy Brown', ' Russ Tamblyn', ' Jana Bellan', ' Geoffrey Land']",['Al Adamson'],"[""John D'Amato (screenplay)"", ' Sheldon Lee (screenplay)', ' Budd Donnelly (screenplay)']",,,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}]"
1246,tt0126960,Shootings Under the Moonlight,12 Dec 1977,1977,90,"['Action', 'History', 'Thriller']",,['Romania'],"['Ion Besoiu', ' Mircea Diaconu', ' Ion Caramitru', ' Dan Nutu']",['Mircea Muresan'],['Petre Salcudeanu'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]"
1247,tt0128326,The Manhandlers,04 Dec 1974,1974,87,"['Action', 'Crime', 'Drama']",R,['USA'],"['Cara Burgess', ' Judith Brown', ' Rosalind Miles', ' Vince Cannon']",['Lee Madden'],['Gil Lasky (original screenplay)'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]"
1248,tt0128518,Skhvatka v purge,,1977,87,"['Action', 'Crime', 'Drama']",,['nan'],"['Leonid Markov', ' Valentin Gaft', ' Konstantin Zakharov', ' Viktor Pavlov']",['Aleksandr Gordon'],"['Vladimir Kuznetsov', ' Olga Miroshnichenko']",,,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]"
1249,tt0129980,Haiducii lui Saptecai,10 Dec 1971,1971,89,"['Action', 'Adventure']",,['Romania'],"['Florin Piersic', ' Marga Barbu', ' Colea Rautu', ' Toma Caragiu']",['Dinu Cocea'],"['Eugen Barbu', ' Mihai Opris (screenplay)']",,,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]"
1250,tt0130238,Sãptãmîna nebunilor,09 Feb 1973,1971,87,"['Action', 'History']",,['Romania'],"['Florin Piersic', ' Marga Barbu', ' Toma Caragiu', ' Colea Rautu']",['Dinu Cocea'],"['Eugen Barbu', ' Dinu Cocea', ' Mihai Opris']",,,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]"
